current_date,page_num,call_number,call_time,original_call_reason_action,original_call_taker,call_address,arvd_time,clrd_time,narrative_text,referenced_citation,call_taker,call_reasons,call_actions
08/24/2020,1196,20-7445,2035,Initiated ~ BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL ANTHONY M DUPRAT,{WIA_249]_NORTH_ST,20:36:02,21:08:57,Narrative  Front door unsecure  Narrative  Door locked but handle seems to be broken if wiggled the ,,PATROL ANTHONY M DUPRAT,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/25/2020,1197,20-7446,2124,Initiated - MOTOR VEHICLE STOP  CITATION - CIVIL,PATROL ANTHONY M DUPRAT,COLD_SPRING_RD,-21:24:04,21:35:03,,T2085479,PATROL ANTHONY M DUPRAT,Initiated - MOTOR VEHICLE STOP,CITATION - CIVIL
08/25/2020,1197,20-7447,0021,Initiated ~- SUSPICIOUS MOTOR VEHICLE  LOG ENTRY REQUEST,PATROL KALVIN DZIEDZIAK,{WIA_108]_NEW_ASHFORD_RD,00:22:35,00:23:32,Narrative  Unoccupied vehicle parked in lot. Building secure.  ,,PATROL KALVIN DZIEDZIAK,Initiated - SUSPICIOUS MOTOR VEHICLE,LOG ENTRY REQUEST
08/25/2020,1197,20-7448,0330,Initiated - PARKING CHECK  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKT,{WIA_390}_SIMONDS_RD,03:30:53,03:30:59,,,PATROLMAN SCOTT SKORUPSKI,Initiated - PARKING CHECK,SERVICES RENDERED
08/25/2020,1197,20-7449,0710,Other - ROAD CONDITIONS  SERVICES RENDERED,CHIEF KYLE J JOHNSON,COLD_SPRING_RD_+_BER_HILL_RD,07:15:24,07:20:02,"Narrative:  Two bags of trash on shoulder in a bad spot, to be picked up  by PD before they are struck, creating a bigger mess.  ",,CHIEF KYLE J JOHNSON,Other - ROAD CONDITIONS,SERVICES RENDERED
08/25/2020,1197,20-7450,0725,$11 - ALARM ~ BURGLAR  ALARM FALSE,CHIEF KYLE J JOHNSON,{WIA_1557]_SPRING._ST,07:28:09,07:26:03,Narrative  Front door entry & interior motion.  Narrative  Door is locked and do not see anyone inside. ,,CHIEF KYLE J JOHNSON,,ALARM FALSE
08/25/2020,1198,20-7451,0731,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,PINE_COBBLE_RD,,07:32:14,"Narrative  RI YB465  PA KGM4862  Narrative  4 cars,  np's  Narrative  done  ’ Narrative  Checked  2 vehicles present  ",,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/25/2020,1198,20-7452,0740,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,MAIN_ST,07:42:01,07:45:33,Narrative  Checked  Narrative  done  Narrative  Checked  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/25/2020,1198,20-7453,0830,Other -  ALARM PERMIT RENEWAL  PERMIT ISSUED,CHIEF KYLE J JOHNSON,{WIA_2096]_MAIN_ST,,,,,CHIEF KYLE J JOHNSON,Other - ALARM PERMIT RENEWAL,PERMIT ISSUED
08/25/2020,1198,20-7454,0857,Other - LICENSE TO CARRY  SERVICES RENDERED,ALL EQUIPMENT POLICE DEPARTMENT,{WIA_390]_SIMONDS_RD,08:59:05,09:14:44,,,ALL EQUIPMENT POLICE DEPARTMENT,,SERVICES RENDERED
08/25/2020,1198,20-7455,0908,911 - 9-1-1 HANG UP CALL  SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,[WIA_1090]_CHURCH_ST,,09:10:37,Narrative:  Male party called 9-1-1 then hung up. tried calling back X's  2 and got a busy signal. 3rd time I spoke to his personal  helper. She had just walked into the apartment when phone  was ringing. Everything is good. No need for any assistance  at this time.  ,,DISPATCHER WILLIAM C JENNINGS JR,911 - 9-1-1 HANG UP CALL,SERVICES RENDERED
08/25/2020,1198,20-7456,0914,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,(WIA_1832]_NORTH_HOOSAC_RD,09:14:50,09:15:46,Narrative:  done  Narrative:  done  Narrative:  Checked  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/25/2020,1199,20-7457,0930,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,WATER_ST,09:30:30,09:31:20,Narrative  2 families arrived at park  Narrative  checked  Narrative  checked  Narrative  Checked Area.  Narrative  Checked Area.  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/25/2020,1199,20-7461,0948,Phone - 9-1-1 WRONG NUMBER  SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,,,,Narrative:  Tele marketer  ,,DISPATCHER WILLIAM C JENNINGS JR,,SERVICES RENDERED
08/25/2020,1199,20-7460,0958,Initiated - FOUND/ LOST PROPERTY  LOG ENTRY REQUEST,CHIEF KYLE J JOHNSON,NEW_ASHFORD_RD,10:04:19,10:04:54,"Narrative  Blue bag with soccer ball, small cones, child's pants and  cans of seltzer found on edge of rest area. ",,CHIEF KYLE J JOHNSON,Initiated - FOUND/ LOST PROPERTY,LOG ENTRY REQUEST
08/25/2020,1199,20-7462,Call,,DISPATCHER WILLIAM C JENNINGS JR  ',,,,Narrative:  tele marketer  ,,DISPATCHER WILLIAM C JENNINGS JR,,
08/25/2020,1199,20-7463,1059,Walk-In ~ LICENSE TO CARRY  SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,[WIA_390]_SIMONDS_RD,11:07:22,11:47:20,Narrative:  Male party into station for a new LTC Application.  20~7465  1113  Phone - MOTOR VEHICLE ACCIDENT  INVESTIGATED / REPORT ,,DISPATCHER WILLIAM C JENNINGS JR,Walk-In - LICENSE TO CARRY,SERVICES RENDERED
08/25/2020,1200,20-7464,1116,SERVICES RENDERED  Other - PUBLIC RECORDS REQUEST,CHIEF KYLE J JOHNSON,,,,Narrative:  Requesting ,,CHIEF KYLE J JOHNSON,Other - PUBLIC RECORDS REQUEST,SERVICES RENDERED
08/25/2020,1200,20-7466,1322,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,HILL_PROVINCE_RD,13:22:54,13:25:21,Narrative  checked  Narrative  Checked Area.  ,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/25/2020,1200,20-7469,1340,911 - 9-1-1 TEST CALL  SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,SIMONDS_RD,,,Narrative:  Trying a new installed phone line & phone in the office.  ,,DISPATCHER WILLIAM C JENNINGS JR,911 - 9-1-1 TEST CALL,SERVICES RENDERED
08/25/2020,1200,20-7467,1342,Initiated - DISABLED M V  LOG ENTRY REQUEST,CHIEF KYLE J JOHNSON,COLD_SPRING_RD,13:42:34,13:43:30,Narrative  In rest area with flat tire.  AAA has been requested.  No  traffic issues.  ,,CHIEF KYLE J JOHNSON,Initiated - DISABLED M V,LOG ENTRY REQUEST
08/25/2020,1200,20-7468,1409,Walk-In - FINGERPRINTING  SERVICES RENDERED,DISPATCHER WILLIAM C JENNINGS JR,{WIA_390]_SIMONDS_RD,14:10:45,14:18:29,Narrative: ,,DISPATCHER WILLIAM C JENNINGS JR,Walk-In - FINGERPRINTING,SERVICES RENDERED
08/25/2020,1201,20-7470:,1516,Walk-In -  ANIMAL CONTROL  PATROL ADVISED,BARB BRUCATO  SIMONDS RD,Unit,,15:26:40,"Narrative  Passerby observed a brown white and tan dog crossing Simonds  Rd near the Chef's Hat and hotel, He thinks it looks like a  lost dog that he saw in a poster.  Narrative  Patrol officers notified.  Narrative  area checked unable to locate  ",,,,PATROL ADVISED
08/25/2020,1201,20-7471,1535,Phone - MOTOR VEHICLE ACCIDENT  CITATION - WARNING,BARB BRUCATO,SAND_SPRINGS_RD_+_SIMONDS_RD,15:40:39,16:20:58,,,,Phone - MOTOR VEHICLE ACCIDENT,CITATION - WARNING
08/25/2020,1201,20-1814,Race,:  W Sex: F,,,,,Narrative:  Caller was involved in an MVA and advised that she does not  want an ambulance. Both parties are in the Cozy Corner  parking lot.  Refer To Accident:  ,T2294412,,,
08/25/2020,1201,20-7472,1547,Phone - ASSAULT  INVESTIGATED / REPORT  TAKEN,BARB BRUCATO,{WIA_100]_SOUTH_ST,16:13:53,16:15:14,Narrative  Caller wants to speak with an officer regarding an assault  that occurred at the Buxton School in Fall 2018.  ,,,Phone - ASSAULT,INVESTIGATED / REPORT
08/25/2020,1201,20-7473,1609,911 - 9-1-1 SILENT CALL  UNABLE TO LOCATE,BARB BRUCATO,[WIA_147]_SPRING_ST,16:21:00,16:27:43,"Narrative:  Received a 911 open line. Sounds like a pocket dial. Do not  hear anything else. Attempted callback, no answer and no ",,,,UNABLE TO LOCATE
08/25/2020,1202,20-7475,1641,911 - 9-1-1 SILENT CALL  SERVICES RENDERED,BARB BRUCATO,{WIA_163]_ADAMS_RD,16:53:04,16:57:47,"Narrative  911 received 2x. Sounds like troubke on the line.  Just a  beeping noise is heard.  Narrative  Received another call, unable to reach any office staff.  Narrative  Appears to be a problem with the phone line, no services are  needed at this time.  ",,,,SERVICES RENDERED
08/25/2020,1202,20-7476,1709,911 -  9-1-1 SILENT CALL  NO ACTION REQUIRED,BARB BRUCATO,NORTH_HOOSAC_RD,,,"Narrative:  911 open line, female picked up and advised that it was  accidental.  ",,,,NO ACTION REQUIRED
08/25/2020,1202,20-7477,1719,Initiated -~ BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL ANTHONY M DUPRAT,[WIA_910}_TACONIC_TRL,17:19:36,17:20:07,"Narrative  Checked Area,  ",,PATROL ANTHONY M DUPRAT,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/25/2020,1202,20-7479,1829,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROI KEVIN P GARNER,COLE_AVE,18:30:08,18:30:13,Narrative  done  Narrative  checked  Narrative  Checked  ‘Narrative  Checked Area. ,,PATROL KEVIN P GARNER,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1203,20-7480,1834,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KEVIN P GARNER,{WIA_249]_NORTH_ST,18:35:03,18:35:16,Narrative  done  Narrative  Checked  ,,PATROL KEVIN P GARNER,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1203,20-7481,1840,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KEVIN P GARNER,[WIA_2102]_MAIN_sT,18:41:51,18:42:02,Narrative  done  Narrative  Checked Area.  ,,PATROL KEVIN P GARNER,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1203,20-7482,2044,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL ANTHONY M DUPRAT,BRIDGES_RD,20:44:53,20:58:26,,T2085480,PATROL ANTHONY M DUPRAT,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
08/26/2020,1203,20-7483,2120,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL ANTHONY M DUPRAT,NORTH_HOOSAC_RD,21:20:28,21:27:45,,T2294201,PATROL ANTHONY M DUPRAT,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
08/26/2020,1203,20-7484,0112,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL KALVIN DZIEDZIAK,COLD_SPRING_RD,01:12:41,01:23:05,,T2294038,PATROL KALVIN DZIEDZIAK,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
08/26/2020,1204,20-7485,0226,Initiated - SUSPICIOUS ACTIVITY  BUILDING CHECKED/SECURED  ‘,PATROLMAN SCOTT SKORUPSKI,(WIA_330]_MAIN_ST,02:26:54,02:38:13,"Narrative  Open side door.  0236 Alarm received adivised Police set same off.  Narrative  Checked interior all appears in order. Looks like they left  for the evening, didn't secure the door properly.  ",,PATROLMAN SCOTT SKORUPSKI,Initiated - SUSPICIOUS ACTIVITY,BUILDING CHECKED/SECURED
08/26/2020,1204,20-7486,0258,Initiated - SUSPICIOUS MOTOR VEHICLE  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,GREEN_RIVER_RD,03:00:02,03:00:56,"Narrative  M/V parked in the pull off on Green River Rd, unoccupied.  ",,PATROLMAN SCOTT SKORUPSKI,Initiated - SUSPICIOUS MOTOR VEHICLE,SERVICES RENDERED
08/26/2020,1204,20-7487,0314,Initiated - PARKING CHECK  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,(WIA_390]_SIMONDS_RD,03:14:35,03:14:40,,,PATROLMAN SCOTT SKORUPSKI,Initiated - PARKING CHECK,SERVICES RENDERED
08/26/2020,1204,20-7488,0439,Phone ~ MOTOR VEHICLE ACCIDENT  SERVICES RENDERED,SERGEANT PAUL D THOMPSON,(WIA_152]_COLD_SPRING_RD,04:47:20,04:54:20,"Narrative  Deer Vs. Car M/V accident. Deer is injured  Narrative  No damage to m/v, deer had to be dispatched. Operator took  possession of deer.  ",,SERGEANT PAUL D THOMPSON,Phone - MOTOR VEHICLE ACCIDENT,SERVICES RENDERED
08/26/2020,1204,20-7489,0645,Initiated - MOTOR VEHICLE STOP  NO ACTION REQUIRED,PATROL KALVIN DZIEDZIAK,MAIN_ST,06:45:08,06:46:19,Narrative:  Stopped for license status (suspended). Operator was not  registered owner.  ,,PATROL KALVIN DZIEDZIAK,Initiated - MOTOR VEHICLE STOP,NO ACTION REQUIRED
08/26/2020,1205,20-7491,0815,Phone - WELL BEING CHECK  SERVICES RENDERED,"PATROL DAVID JENNINGS, D",[WIA_2095]_CHURCH_ST,08:19:30,08:58:40,"Narrative  CP states her mother is at her home and cannot get the door  for the home attendant. Home attendant states she can her  Loneto groaning.  Narrative:  Entry gained, EMS OS, Medical only  ",,"PATROL DAVID JENNINGS, D",Phone - WELL BEING CHECK,SERVICES RENDERED
08/26/2020,1205,20-7494,0836,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,WATER_ST,08:36:52,08:37:35,Narrative  checked  Narrative  Checked Area.  Narrative  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1205,20-7495,0840,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,MAIN_ST,08:40:53,,Narrative  Checked.  Narrative  checked  Narrative  checked  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1205,20-7496,0846,Phone -  ANIMAL CONTROL  SERVICES RENDERED,"PATROL DAVID JENNINGS, D",HANCOCK_RD,,,"Narrative:  CP reports a large black cattle very close to roadway. Owner  contacted, will handle.  ",,"PATROL DAVID JENNINGS, D",Phone - ANIMAL CONTROL,SERVICES RENDERED
08/26/2020,1205,20-7497,0902,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,PINE_COBBLE_RD,09:05:05,09:05:11,Narrative:  FL  LOCTS9  RI  YB465  1GAH30 543HN3  PA  KGM4862  Narrative:  YB465  RBB91L  NA  3850KW  PA  KGM4 862  SMHE70  Narrative:  checked  Narrative:  Checked 2351  Narrative:  Checked 0326  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1206,20-7499,1226,Phone - PARKING COMPLAINT  LOG ENTRY REQUEST,ALL EQUIPMENT POLICE DEPARTMENT,FRONT_ST,,,Narrative:  CP reports Bubb parking on her property. CP informed Bubb of  no parking due to it being her property and Bubb gave her  attitude. This happened around 12:15pm today (08/26/20). CP  looking for a log entry.  ,,ALL EQUIPMENT POLICE DEPARTMENT,Phone - PARKING COMPLAINT,LOG ENTRY REQUEST
08/26/2020,1206,20-7500,1258,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO  (WIA 1832] NORTH HOOSAC RD,Unit,12:58:45,12:58:47,Narrative  Checked  Narrative  checked  Narrative  Checked 2345  Narrative  Checked 0321  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1206,20-7503,1752,Initiated ~ BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR  (WIA 910} TACONIC TRL,Unit:,17:52:49,17:53:56,Narrative:  Checked Area.  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/26/2020,1206,20-7504,1753,911 - THREATS/HARASSMENT  SERVICES RENDERED,DISPATCHER LAURIE TUPER,[WIA_2169]_WATER_ST,18:01:16,18:24:01,"Narrative  CP,  in the outside common main grill area, reports a  neighbor harassing her and will not leave.  Narrative  Verbal dispute between neighboros regarding reserved time  frame for grill area, Cp left the area for the night.  Narrative  Cake called back stating the neighbors are taking pictures  of her when she went out side,Ofc. Duprat to contact by  phone.  Narrative  Spoke with Cake who stated Little told her she was going to  ""kick her ass""  This occured while Cake's friend was  bringing plates and dinner back to Cake's Apt..  Narrative  back out at 160 water st.  Narrative  No one in grill area, spoke with Cake regarding statements  made by Little. Advised party to stay separated for the  night and to contact PD if another incident occurs, informed  Cake of the process to get a harassment prevention order.  Also spoke with a Sandra Appleton who stated this last  incident did not occur, and that when Little was done eating  at the grill area returned to her house.  ",,DISPATCHER LAURIE TUPER,,SERVICES RENDERED
08/26/2020,1207,20-7507,Call,,PATROL JOHN J MCCONNELL JR,COLE_AVE,20:14:34,20:14:42,Narrative  Checked 0009  Narrative  Checked Area  Narrative:  Checked 0341  ,,PATROL JOHN J MCCONNELL JR,,
08/26/2020,1207,20-7508,2035,Phone - DISTURBANCE  UNFOUNDED,DISPATCHER LAURIE TUPER,WATER_ST,20:36:46,20:39:28,"Narrative  Reports loud partying, voices, and playing of playground  instruments, creating a noise disturbance.  |  Narrative  Park empty.  ",,DISPATCHER LAURIE TUPER,Phone - DISTURBANCE,UNFOUNDED
08/27/2020,1208,20-7510,2044,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR  [WIA 249] NORTH ST,Unit:,20:45:00,20:45:06,Narrative:  Checked 2341  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1208,20-7511,2049,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL ANTHONY M DUPRAT  HILL PROVINCE RD,Unit:,20:49:29,20:50:56,Narrative:  Checked Area.  ,,PATROL ANTHONY M DUPRAT,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1208,20-7512,2347,Phone - SUSPICIOUS ACTIVITY  SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,LATHAM_ST_+_WATER_ST,23:54:30,08/27/2020,Narrative  CP states there are four male college students located at  above intersection. CP states they appear suspicious but can  not state any particular suspicious activity. Would like  officer to check area and do drive by.  Narrative  Four highschool students observed sitting on a curb at the  end of Latham St. Spoke to mom and she knew they were out in  which they had to be home by 1230am. Kids sent on there way  to head home.  For Date:  08/27/2020  -”  Thursday  ,,PATROL KALVIN DZIEDZIAK,Phone - SUSPICIOUS ACTIVITY,SERVICES RENDERED
08/27/2020,1208,20-7515,0050,Initiated - SUSPICIOUS MOTOR VEHICLE  BUILDING CHECKED/SECURED,PATROLMAN SCOTT SKORUPSKI  dress  {WIA 163] ADAMS RD,,00:51:30,00:52:02,"Narrative  M/V parked in the parking lot, unoccupied. ",,PATROLMAN SCOTT SKORUPSKI,Initiated - SUSPICIOUS MOTOR VEHICLE,BUILDING CHECKED/SECURED
08/27/2020,1209,20-7516,0345,Initiated - PARKING CHECK  SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,[WIA_390]_SIMONDS_RD,03:45:58,03:46:12,,,PATROL CRAIG A EICHHAMMER,Initiated - PARKING CHECK,SERVICES RENDERED
08/27/2020,1209,20-7517,|,20-7517 |  0713  Phone - PROPERTY DAMAGE  INVESTIGATED / REPORT  TAKEN,"PATROL DAVID JENNINGS, D",COLD_SPRING_RD,07:21:48,07:43:44,Narrative:  Officer Skorupski reports damage to the traffic light.  Refer To Incident:  ,,"PATROL DAVID JENNINGS, D",Phone - PROPERTY DAMAGE,INVESTIGATED / REPORT
08/27/2020,1209,20-7518,0724,Other - ROAD CONDITIONS  SERVICES RENDERED,CHIEF KYLE J JOHNSON,LYNDE_LN,08:10:33,17:11:19,"Narrative:  0700 - 1700,  from Southworth St  Lynde Lane closed Mon-Fri,  to Mission Park Drive for construction until further notice.  WFD & NAAS also advised.  ",,CHIEF KYLE J JOHNSON,Other - ROAD CONDITIONS,SERVICES RENDERED
08/27/2020,1209,20-7519,1002,Phone - ROAD CONDITIONS  SERVICES RENDERED,"PATROL DAVID JENNINGS, D",SAND_SPRINGS_RD,10:10:46,106:11:51,Narrative:  CP states a tree limb hanging over the road causing a hazard  in the roadway.  Narrative:  Limb has already been moved.  ,,"PATROL DAVID JENNINGS, D",Phone - ROAD CONDITIONS,SERVICES RENDERED
08/27/2020,1209,20-7520,1004,Initiated - BUILDING CHECK  BUILDING CHECKED/ SECURED,SERGEANT SCOTT E MCGOWAN,MAIN_ST,10:04:11,10:04:22,Narrative  checked  Narrative  CHECKED  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1209,20-7521,1006,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  :,SERGEANT SCOTT E MCGOWAN,WATER_ST,10:06:54,10:07:01,Narrative:  CHECKED  Narrative: ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1210,20-7522,1015,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,PINE_COBBLE_RD,10:17:35,10:,Narrative  RI  YB465  RS128G  PA  KGM4862  Narrative  RI  YB465  PA  KGM4862  Narrative  CHECKED  Narrative  Checked 2329  Narrative  Checked 0342  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1210,20-7523,1023,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,[WIA_1832]_NORTH_HOOSAC_RD,10:24:07,10:24:21,Narrative  Checked  Narrative  checked  Narrative  Checked 2323  Narrative  Checked 0352  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1210,20-7525.,1214,Phone -  ANIMAL CONTROL  NO ACTION REQUIRED,"PATROL DAVID JENNINGS, D",(WIA_2345]_SIMONDS_RD,12:18:01,12:21:01,Narrative  2 year old dog under porch.  Narrative  Pup came out whan he saw my car in the driveway. ,,"PATROL DAVID JENNINGS, D",Phone - ANIMAL CONTROL,NO ACTION REQUIRED
08/27/2020,1211,20-7526,1237,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,HILL_PROVINCE_RD,12:37:50,12:37:56,Narrative  checked  Narrative  Checked Area.  - POLICE  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1211,20-7527,2320,Phone ~ ASSIST OTHER AGENCY  SERVICES RENDERED,"PATROL DAVID JENNINGS, D  STRATTON RD",Narrative:,,,Narrative:  NAPD received a 911 call from 413-770-2879. NAPD spoke to  Mr. Pease who stated his 4 year old daughter Haven was  playing with the phone and dialed. Called Mr. Pease and  confirmed same.  ,,"PATROL DAVID JENNINGS, D",Phone - ASSIST OTHER AGENCY,SERVICES RENDERED
08/27/2020,1211,20-7528,1355,Other - PUBLIC RECORDS REQUEST  MAILED,CHIEF KYLE J JOHNSON,,,,Narrative:  Requesting ,,CHIEF KYLE J JOHNSON,Other - PUBLIC RECORDS REQUEST,MAILED
08/27/2020,1211,20-7529,1721,Initiated - MOTOR VEHICLE STOP  CITATION  - WARNING,PATROL JOHN J MCCONNELL JR,NORTH_HOOSAC_RD,17:21:18,17:30:54,,12294389,PATROL JOHN J MCCONNELL JR,Initiated - MOTOR VEHICLE STOP,CITATION
08/27/2020,1211,20-7530,1723,Phone ~  ALARM  ~ BURGLAR  ALARM FOUNDED,DISPATCHER LAURIE TUPER,MAIN_ST,,17:29:00,"Narrative:  interrior motion-back.  Activated burglar alarm,  Narrative:  Alarm CO. Called back to cancell officer response. Party on  scene, Richard George had correct pass code.  ",,DISPATCHER LAURIE TUPER,,ALARM
08/27/2020,1211,20-7531,1805,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,{WIA_910]_TACONIC_TRL,18:06:12,18:06:23,Narrative:  Checked Area.  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1212,20-7534,1925,Phone ~ THREATS/HARASSMENT  SERVICES RENDERED,DISPATCHER LAURIE TUPER,{WIA_1832]_NORTH_HOOSAC_RD,19:31:46,19:57:14,"Narrative:  Requests to see an officer regarding being harassed.  Narrative:  RP stated that she was being harassed over Snap Chat by  Deeley about being in the complex. Deeley was contacted and  staed that she was the one being harassed by the RP,  ",,DISPATCHER LAURIE TUPER,Phone - THREATS/HARASSMENT,SERVICES RENDERED
08/27/2020,1212,20-7535,2010,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,COLE_AVE,20:12:28,,Narrative  |  Checked 2335  ;  Narrative  Checked Area  Narrative  Checked 0347  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1212,20-7536,2018,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL ANTHONY M DUPRAT,{WIA_2102}_MAIN_ST,20:19:04,20:24:05,Narrative:  Checked Area.  2026  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  ,,PATROL ANTHONY M DUPRAT,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
08/27/2020,1212,"20-7537,",“Cal,,PATROL ANTHONY M DUPRAT,HILL_PROVINCE_RD,20:;26:33,20:28:18,,,PATROL ANTHONY M DUPRAT,,
08/27/2020,1212,20-7538,2058,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL ANTHONY M DUPRAT  COLD SPRING RD,Unit:,20:58:19,21:09:20,,T2294202,PATROL ANTHONY M DUPRAT,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
08/28/2020,1213,20-7539,2140,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL ANTHONY M DUPRAT  BRIDGES RD,Unit,21:40:57,21:50:39,,T2294203,PATROL ANTHONY M DUPRAT,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
08/28/2020,1213,20-7540,0311,Initiated - SUSPICIOUS ACTIVITY  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI  [WIA 330] MAIN ST,32,03:11:48,03:17:21,"Narrative  Side door open.  Narrative:  Found side door open again. Checked interior, everthing  appears in order. Back door wasn't properly closed for the  evening when employées left. Door secured by officers.  ",,PATROLMAN SCOTT SKORUPSKI,Initiated - SUSPICIOUS ACTIVITY,SERVICES RENDERED
